Course ID;Course Name;Course Short Name;Subject Name;University Name ;City Name;Teaching languages Instruction;Required German language;Required English language;Beginning;Duration of Programme;Tuition Fees;Course Details Link
4520;Renewable Energy Management (Master of Science);Renewable Energy Management (MSc);Engineering in general;TH Köln (University of Applied Sciences);Köln;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4520/
8344;Renewable Energy Master of Engineering (MEng);Renewable Energy Master of Engineering (MEng);Electrical Engineering;Frankfurt University of Applied Sciences;Frankfurt am Main;English;None;None;Winter semester, Summer semester;3 semesters, 4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8344/
4685;Renewable Energy Systems (RES);Renewable Energy Systems (RES);Mechanical Engineering / Process Engineering;Technische Hochschule Ingolstadt;Ingolstadt;English;None;None;Winter semester;3 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4685/
7717;Research Doctorate at the International Graduate School of Battery Chemistry, Characterisation, Analysis, Recycling and Application (BACCARA);Graduate School of Battery Chemistry;Chemistry;University of Münster;Münster;English;None;None;Winter semester;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7717/
4092;Research in Computer & Systems Engineering (RCSE);Research in Computer & Systems Engineering (RCSE);Computer Science;Technische Universität Ilmenau;Ilmenau;English;None;None;Winter semester, Summer semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4092/
4712;Research Master's in Neurocognitive Psychology;Research Master's in Neurocognitive Psychology;Psychology;Carl von Ossietzky University of Oldenburg;Oldenburg;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4712/
8450;Research School for Advanced Photon Science (RS-APS);Research School for Advanced Photon Science (RS-APS);Physics, Astronomy;Friedrich Schiller University Jena;Jena;English;None;None;Any time;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8450/
7662;Research School for Data Science and Engineering;Data Science and Engineering;Computer Science;University of Potsdam;Potsdam;English, German;None;None;Winter semester, Summer semester;8 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7662/
7619;Research School for Service-Oriented Systems Engineering;Service-Oriented Systems Engineering;Computer Science;University of Potsdam;Potsdam;English, German;None;None;Winter semester, Summer semester;8 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7619/
7042;Research Training Group of the Collaborative Research Centre 1369: Cultures of Vigilance;Research Training Group: Cultures of Vigilance;Languages and Cultural Studies in general;Ludwig-Maximilians-Universität München;München;German, English;None;None;Other;8 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7042/
4061;Resource Efficiency in Architecture and Planning (REAP);Resource Efficiency in Architecture and Planning (REAP);Engineering in general;HafenCity University Hamburg;Hamburg;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4061/
